Temperature_C,Humidity_pct,Soil_Moisture_pct,Rainfall_24h_mm,Forecast_Rainfall_mm,Crop_Type,Growth_Stage,Solar_Radiation_MJ,Evapotranspiration_mm,Irrigation_Action
16.47,26.91,22.4,0.0,0.61,Corn,Flowering,22.44,6.76,1
21.01,49.0,65.22,0.0,0.0,Wheat,Vegetative,16.87,4.81,0
24.13,49.12,50.83,0.13,0.0,Wheat,Flowering,15.78,4.86,0
17.55,77.81,48.19,0.7,0.0,Soybean,Vegetative,16.16,2.77,0
24.93,43.29,24.58,0.0,0.0,Rice,Flowering,14.29,4.73,2
13.18,63.4,63.18,0.6,0.0,Soybean,Seedling,10.21,1.97,0
17.16,58.08,36.09,0.0,5.06,Wheat,Flowering,18.35,4.27,0
29.7,75.65,74.94,0.81,1.8,Wheat,Fruiting,14.37,3.46,0
29.23,68.94,74.56,2.34,3.81,Corn,Flowering,19.33,5.21,0
22.26,61.82,84.58,0.0,0.0,Corn,Vegetative,11.64,2.96,0
17.88,51.68,57.52,0.0,5.19,Soybean,Fruiting,10.79,2.75,0
17.81,32.21,39.95,4.13,0.0,Soybean,Seedling,15.5,4.68,0
22.39,63.71,46.11,0.0,0.0,Rice,Seedling,15.26,3.8,2
29.51,67.96,41.93,0.0,0.0,Tomato,Vegetative,16.05,4.42,0
31.5,36.38,46.99,0.0,0.17,Rice,Fruiting,14.34,5.8,1
21.52,41.49,56.77,1.4,0.0,Wheat,Vegetative,20.7,6.4,0
16.93,63.78,79.43,0.0,0.9,Soybean,Fruiting,6.08,1.31,0
26.87,65.09,50.48,0.0,3.13,Soybean,Flowering,12.19,3.31,0
19.24,45.14,21.85,0.0,0.0,Rice,Vegetative,15.45,4.36,2
21.37,51.39,41.94,0.0,0.08,Rice,Fruiting,15.45,4.34,2
34.28,32.45,70.97,2.47,0.0,Corn,Seedling,13.67,6.02,0
30.79,80.66,20.11,0.0,0.0,Rice,Flowering,10.15,2.23,2
26.11,40.5,60.33,4.31,0.0,Wheat,Fruiting,2.0,0.7,0
16.1,68.13,48.27,0.11,0.0,Corn,Seedling,18.98,3.74,0
26.48,59.48,31.49,0.0,0.72,Corn,Seedling,15.85,4.6,1
32.44,79.34,58.06,0.0,0.0,Corn,Flowering,19.57,4.6,0
22.37,48.12,80.16,0.0,0.0,Rice,Flowering,4.93,1.47,0
34.46,60.92,52.26,0.0,0.0,Tomato,Fruiting,10.05,3.38,0
34.05,34.52,35.13,0.0,0.0,Tomato,Vegetative,14.03,6.05,1
36.65,30.92,12.44,0.0,7.76,Soybean,Fruiting,7.43,3.46,2
27.14,68.95,48.74,0.0,3.01,Soybean,Seedling,13.14,3.39,0
29.11,33.22,15.95,1.08,0.0,Soybean,Seedling,19.4,7.65,2
34.9,56.58,38.17,0.0,0.0,Wheat,Seedling,10.86,3.88,0
28.13,75.17,50.21,4.96,2.02,Tomato,Fruiting,21.18,4.99,1
21.49,71.2,8.99,0.0,5.13,Soybean,Flowering,10.97,2.38,2
21.86,50.03,77.34,0.0,0.0,Rice,Seedling,18.87,5.44,0
26.67,36.17,19.63,0.0,1.69,Rice,Fruiting,10.96,4.0,2
15.97,67.64,52.33,0.0,0.0,Wheat,Flowering,21.81,4.31,0
24.0,80.13,65.2,0.91,0.0,Tomato,Vegetative,16.72,3.2,0
32.68,50.07,70.35,0.0,0.0,Corn,Flowering,17.21,6.32,2
9.66,47.95,39.42,0.0,0.0,Corn,Seedling,10.12,2.06,0
35.74,52.13,0.0,0.0,4.13,Tomato,Seedling,11.61,4.42,2
32.86,68.57,69.36,2.97,0.0,Corn,Vegetative,17.04,4.98,0
21.78,78.43,30.3,0.0,4.15,Tomato,Fruiting,17.93,3.39,1
28.8,41.41,51.57,0.0,0.0,Rice,Fruiting,10.13,3.72,1
25.02,37.53,53.93,0.0,1.11,Wheat,Fruiting,21.38,7.45,0
33.61,95.1,7.72,1.53,0.0,Rice,Flowering,15.85,1.86,2
31.88,57.34,13.73,1.26,1.23,Soybean,Fruiting,17.6,5.87,2
15.2,63.79,46.44,0.0,0.0,Soybean,Seedling,16.72,3.42,0
29.11,49.62,0.87,0.0,0.0,Wheat,Fruiting,8.29,2.84,2
23.56,67.35,25.43,0.0,0.0,Wheat,Fruiting,22.68,5.51,1
25.58,74.4,55.05,0.0,0.31,Wheat,Seedling,22.38,5.05,0
19.9,64.5,51.68,0.45,0.0,Rice,Fruiting,13.45,3.11,1
37.24,86.11,55.16,0.0,0.0,Wheat,Vegetative,24.86,5.25,0
32.28,55.1,54.36,0.0,0.0,Rice,Flowering,15.82,5.46,0
19.82,56.06,18.16,0.0,0.0,Soybean,Fruiting,15.99,4.1,2
15.66,63.47,29.67,0.0,0.0,Corn,Seedling,14.03,2.92,1
22.3,66.97,67.97,0.0,0.0,Corn,Vegetative,14.18,3.36,0
28.04,63.42,79.65,0.0,0.0,Rice,Flowering,24.63,7.02,0
26.68,40.73,25.96,0.0,3.85,Soybean,Flowering,19.25,6.78,2
33.77,64.69,51.73,0.0,0.0,Tomato,Fruiting,15.71,4.95,0
30.53,54.39,62.25,0.0,0.0,Tomato,Seedling,12.63,4.24,0
31.79,51.29,49.61,0.0,0.0,Tomato,Fruiting,12.69,4.52,1
27.29,60.49,43.98,0.77,0.0,Soybean,Flowering,13.97,4.07,0
15.27,45.58,39.16,0.86,3.03,Soybean,Flowering,9.92,2.49,2
23.63,42.97,86.98,0.0,0.0,Wheat,Seedling,16.09,5.18,0
32.42,20.77,40.37,0.0,0.0,Tomato,Flowering,22.46,10.33,1
24.64,86.21,63.2,0.0,0.96,Corn,Vegetative,21.24,3.44,0
28.52,68.34,56.39,0.0,2.97,Corn,Seedling,5.4,1.45,0
22.77,58.25,34.52,2.66,2.13,Tomato,Fruiting,15.56,4.19,2
17.79,49.99,52.62,0.81,0.0,Rice,Flowering,4.02,1.04,0
24.14,20.0,35.99,0.0,0.0,Corn,Seedling,19.25,7.43,1
27.16,49.07,39.93,0.0,2.79,Soybean,Fruiting,14.71,4.85,0
20.41,70.74,60.78,0.0,0.0,Tomato,Fruiting,25.37,5.39,2
23.35,74.13,35.34,0.0,0.0,Corn,Seedling,17.18,3.7,0
18.42,69.63,31.12,3.12,0.0,Wheat,Fruiting,10.28,2.11,0
32.83,62.38,56.61,0.0,1.94,Wheat,Flowering,8.02,2.56,0
22.94,79.56,44.31,0.0,2.4,Soybean,Fruiting,15.33,2.9,0
35.17,55.07,37.03,0.22,0.73,Rice,Fruiting,16.44,6.01,2
35.7,76.28,9.33,1.21,0.95,Wheat,Flowering,12.88,3.45,2
24.43,54.23,68.39,0.0,0.0,Rice,Fruiting,14.01,4.12,0
17.94,46.78,61.37,4.67,0.0,Rice,Vegetative,11.25,3.02,1
10.4,44.91,68.44,0.11,0.0,Wheat,Fruiting,15.96,3.44,2
14.7,44.03,59.71,0.0,4.53,Corn,Seedling,12.73,3.18,0
15.38,69.89,26.47,0.0,0.0,Rice,Fruiting,12.3,2.3,2
34.65,48.86,47.53,0.0,1.34,Corn,Vegetative,9.14,3.53,0
25.81,44.5,34.31,0.0,0.0,Tomato,Vegetative,23.54,7.87,2
27.73,70.71,31.52,0.0,0.0,Tomato,Flowering,10.63,2.69,2
9.46,64.92,68.76,0.0,0.0,Rice,Seedling,18.62,3.09,0
16.61,74.44,90.25,0.0,0.0,Wheat,Flowering,13.79,2.47,1
31.21,67.69,78.3,1.01,1.08,Soybean,Fruiting,16.62,4.76,0
27.01,48.7,59.18,1.54,0.0,Wheat,Seedling,14.74,4.87,0
23.97,61.14,50.14,0.92,0.0,Corn,Seedling,12.5,3.35,0
28.95,61.88,44.09,0.0,0.39,Corn,Seedling,14.0,4.16,0
36.45,46.21,23.43,0.02,0.88,Soybean,Fruiting,9.94,4.07,1
23.45,43.43,42.07,0.0,0.0,Rice,Vegetative,23.64,7.54,2
25.49,49.79,65.89,0.0,0.0,Tomato,Fruiting,13.53,4.27,0
26.35,90.55,91.9,0.0,0.0,Rice,Vegetative,18.12,2.53,0
41.74,53.81,24.06,0.0,0.0,Soybean,Seedling,18.57,7.73,1
10.3,78.49,21.15,0.25,0.0,Rice,Fruiting,17.51,2.35,2
29.78,52.97,35.59,0.0,7.78,Wheat,Flowering,17.54,5.89,1
24.2,73.33,71.15,0.0,4.78,Wheat,Seedling,8.92,1.99,0
28.97,73.54,92.17,0.0,0.0,Soybean,Fruiting,6.5,1.61,0
20.4,74.29,81.36,0.45,1.82,Wheat,Fruiting,5.79,1.15,0
24.66,65.82,77.04,0.0,0.0,Wheat,Flowering,9.96,2.54,0
29.98,80.66,34.65,0.8,0.0,Tomato,Vegetative,17.35,3.75,1
45.0,65.68,24.71,7.36,0.0,Soybean,Seedling,28.2,10.67,2
30.66,85.7,25.84,1.29,0.0,Corn,Fruiting,24.37,4.59,2
19.06,35.7,34.8,0.0,0.0,Rice,Seedling,22.08,6.71,1
22.03,65.22,70.81,0.0,0.0,Corn,Vegetative,9.5,2.3,2
21.83,64.25,84.93,0.0,0.0,Corn,Fruiting,20.19,4.92,0
12.43,45.95,60.39,0.0,0.0,Tomato,Vegetative,15.65,3.58,0
22.69,68.69,47.79,0.0,0.0,Tomato,Seedling,8.15,1.9,0
30.13,37.65,21.63,0.0,0.0,Wheat,Seedling,23.54,9.16,1
16.08,50.19,50.25,0.78,0.0,Corn,Fruiting,12.26,3.01,0
32.34,30.01,44.4,0.0,0.0,Soybean,Fruiting,23.89,10.31,1
28.41,83.38,23.71,1.95,0.0,Rice,Seedling,18.19,3.52,2
19.86,56.53,70.3,0.0,0.0,Wheat,Fruiting,12.38,3.16,0
24.01,92.5,48.52,0.0,0.0,Soybean,Vegetative,8.08,0.95,0
36.19,72.04,64.04,4.75,0.0,Wheat,Seedling,16.48,4.84,0
30.13,66.72,48.56,0.0,0.0,Soybean,Vegetative,21.12,6.01,0
25.06,51.21,54.15,0.96,0.0,Wheat,Vegetative,15.57,4.79,0
23.34,44.3,33.65,0.0,0.0,Rice,Fruiting,20.13,6.36,2
25.54,67.84,44.41,0.0,0.0,Soybean,Vegetative,14.97,3.78,0
21.42,58.93,64.42,0.0,0.0,Wheat,Flowering,12.64,3.27,0
10.27,39.91,50.72,0.0,1.22,Rice,Seedling,13.59,3.04,1
39.3,37.25,16.2,0.0,3.58,Rice,Flowering,17.32,8.06,2
26.09,45.62,48.81,0.78,0.0,Rice,Vegetative,12.74,4.24,1
27.79,87.31,61.78,0.0,0.39,Wheat,Vegetative,12.34,2.06,0
24.59,93.2,84.3,0.0,0.0,Soybean,Flowering,7.59,0.86,0
19.85,63.07,76.24,0.0,1.98,Tomato,Fruiting,15.88,3.74,0
23.7,62.23,49.8,0.0,2.88,Tomato,Vegetative,12.73,3.34,0
13.8,54.96,43.64,0.0,0.0,Soybean,Vegetative,8.32,1.82,0
40.94,45.98,34.66,0.0,0.0,Rice,Vegetative,12.87,5.72,2
16.36,80.63,47.97,0.9,3.82,Wheat,Fruiting,15.29,2.37,1
17.78,88.1,69.36,0.01,0.0,Corn,Vegetative,16.82,2.12,0
21.92,46.6,69.69,0.0,0.0,Corn,Vegetative,18.09,5.4,0
34.02,58.76,70.04,0.0,0.0,Rice,Fruiting,15.76,5.39,0
25.1,53.25,40.36,0.0,3.58,Soybean,Flowering,10.86,3.28,0
16.35,53.7,42.83,1.55,0.0,Wheat,Seedling,16.98,4.06,0
33.78,77.79,40.76,0.0,0.0,Soybean,Fruiting,11.05,2.76,0
30.12,40.32,4.86,0.0,0.0,Rice,Seedling,11.98,4.56,2
28.77,67.0,25.46,0.0,0.0,Wheat,Flowering,11.52,3.17,0
30.01,70.92,48.99,0.08,0.0,Tomato,Flowering,12.62,3.35,0
41.76,57.87,48.78,0.12,0.26,Soybean,Vegetative,19.32,7.68,0
40.3,73.4,54.85,0.0,1.66,Soybean,Vegetative,17.49,5.39,0
20.19,62.21,37.24,0.0,2.08,Rice,Seedling,18.23,4.38,2
36.37,78.26,38.15,0.0,3.78,Soybean,Flowering,20.83,5.41,0
27.68,37.17,38.7,0.0,0.0,Rice,Fruiting,9.46,3.51,1
28.49,54.77,39.58,0.0,0.0,Tomato,Fruiting,15.11,4.84,1
13.15,58.92,69.47,0.0,0.0,Rice,Fruiting,14.29,2.92,0
23.81,20.0,16.43,0.0,0.0,Rice,Flowering,16.62,6.36,2
19.31,43.71,26.6,0.0,0.0,Wheat,Seedling,16.54,4.74,0
30.8,47.8,38.69,0.0,0.0,Soybean,Flowering,7.35,2.66,0
32.5,74.22,21.78,0.0,0.0,Rice,Seedling,21.19,5.57,2
10.48,49.4,17.13,0.0,0.0,Rice,Seedling,12.34,2.55,2
24.85,47.73,17.75,0.0,0.0,Wheat,Flowering,15.95,5.06,1
32.85,72.26,43.67,0.0,0.0,Wheat,Fruiting,17.11,4.7,0
23.69,35.73,58.41,0.0,0.0,Soybean,Vegetative,14.88,5.09,0
30.1,28.93,54.26,0.0,2.22,Wheat,Vegetative,9.33,3.88,0
27.46,54.58,79.44,0.0,0.0,Soybean,Fruiting,15.68,4.92,0
27.39,38.28,46.49,0.0,0.0,Soybean,Fruiting,14.84,5.42,0
23.1,38.85,51.44,0.0,0.0,Corn,Fruiting,14.78,4.86,0
16.48,68.6,50.97,2.8,3.03,Corn,Seedling,13.85,2.74,0
17.15,73.14,52.52,0.0,0.0,Rice,Vegetative,18.37,3.42,1
29.97,71.83,91.49,0.0,1.91,Soybean,Fruiting,23.09,6.02,0
25.14,76.63,58.49,0.0,0.0,Soybean,Vegetative,23.86,5.09,2
24.03,78.62,61.17,0.0,0.0,Corn,Flowering,18.79,3.74,0
22.03,28.07,22.2,0.0,0.0,Wheat,Flowering,18.37,6.38,1
22.86,66.76,60.63,0.0,0.0,Wheat,Vegetative,7.3,1.76,0
32.33,52.06,57.91,0.14,0.0,Wheat,Flowering,15.68,5.6,0
22.65,48.79,71.14,2.0,0.0,Soybean,Seedling,17.34,5.16,0
15.61,68.41,68.98,8.93,0.0,Corn,Flowering,4.61,0.89,0
30.21,34.05,39.67,0.0,0.0,Tomato,Seedling,24.56,9.85,2
23.57,33.73,42.08,0.0,0.0,Corn,Vegetative,14.58,5.05,0
25.22,69.5,50.35,0.0,0.0,Rice,Vegetative,10.68,2.61,1
36.25,67.32,47.98,0.2,0.0,Wheat,Flowering,9.83,3.12,0
24.86,62.05,75.84,0.0,0.0,Wheat,Fruiting,16.24,4.39,0
27.02,46.8,67.8,0.0,0.0,Soybean,Fruiting,17.08,5.74,2
16.75,71.16,71.42,0.0,0.0,Rice,Fruiting,21.68,4.14,0
23.46,70.2,93.39,0.0,0.0,Corn,Flowering,10.63,2.46,0
29.27,61.28,3.12,0.0,0.0,Soybean,Flowering,14.74,4.44,2
14.11,42.34,42.71,0.0,0.0,Tomato,Seedling,14.14,3.52,1
26.41,53.62,47.8,0.0,0.0,Wheat,Vegetative,12.81,3.97,0
25.71,72.57,38.72,0.0,0.0,Tomato,Flowering,11.26,2.64,1
25.29,79.91,35.24,0.0,0.0,Wheat,Fruiting,24.79,4.92,0
32.26,55.1,11.05,0.0,0.0,Wheat,Fruiting,19.39,6.69,2
27.34,56.25,41.85,0.0,1.5,Rice,Flowering,15.5,4.76,2
35.35,57.57,62.22,0.0,2.13,Rice,Flowering,17.11,6.09,0
18.04,64.12,69.78,0.0,0.0,Soybean,Fruiting,19.85,4.38,0
25.95,51.28,32.74,0.0,0.0,Rice,Seedling,11.51,3.61,2
25.59,20.0,46.11,0.0,0.0,Wheat,Flowering,10.35,4.13,0
17.52,77.89,84.47,2.28,0.0,Corn,Seedling,13.64,2.33,0
31.69,86.92,21.64,0.0,0.0,Wheat,Seedling,19.71,3.63,0
41.27,50.81,36.85,0.0,0.0,Corn,Flowering,26.13,11.14,1
24.88,44.0,52.59,0.0,0.0,Rice,Fruiting,13.98,4.59,0
28.54,57.94,48.02,0.0,2.23,Tomato,Seedling,9.44,2.92,1
25.59,57.19,66.15,0.0,0.0,Tomato,Vegetative,16.37,4.78,0
20.0,74.93,25.53,5.33,0.0,Rice,Seedling,14.42,2.81,2
12.25,60.82,36.42,0.0,1.66,Tomato,Vegetative,21.06,4.08,1
20.06,48.11,63.73,0.62,0.09,Corn,Vegetative,15.55,4.36,0
15.26,40.22,16.87,0.0,0.0,Tomato,Seedling,17.51,4.6,2
36.93,72.98,62.87,0.0,0.0,Corn,Seedling,12.96,3.79,0
24.19,68.99,61.2,0.13,0.0,Rice,Vegetative,16.07,3.86,2
22.58,75.91,69.23,0.0,0.24,Rice,Seedling,8.71,1.78,0
31.22,45.48,34.6,0.0,0.0,Tomato,Flowering,13.46,5.01,2
17.15,87.58,69.64,0.0,0.0,Wheat,Fruiting,11.33,1.44,0
19.63,33.84,24.01,2.21,0.0,Soybean,Seedling,16.17,5.06,2
25.48,70.64,43.6,0.0,0.65,Tomato,Flowering,13.76,3.32,0
32.2,31.36,41.4,0.0,2.96,Rice,Seedling,8.76,3.73,1
28.51,48.15,27.9,3.36,0.0,Rice,Seedling,17.28,5.93,2
26.74,83.42,58.18,0.0,0.0,Rice,Fruiting,16.93,3.16,0
25.55,72.47,29.34,0.0,0.0,Soybean,Seedling,19.8,4.63,1
27.8,51.81,52.33,0.0,0.0,Soybean,Fruiting,13.87,4.52,0
26.41,52.22,82.57,0.0,0.0,Wheat,Vegetative,12.4,3.9,0
17.79,61.51,28.77,1.61,0.0,Soybean,Fruiting,11.04,2.51,1
25.32,67.71,50.93,2.78,1.12,Rice,Vegetative,16.94,4.27,1
17.48,78.77,25.15,1.58,1.74,Tomato,Seedling,17.01,2.84,2
25.57,53.16,31.69,0.0,0.0,Soybean,Flowering,12.46,3.8,1
21.64,35.82,60.89,0.0,0.0,Rice,Fruiting,14.13,4.59,0
42.78,62.35,32.97,0.0,5.54,Tomato,Vegetative,16.56,6.33,2
24.72,53.14,63.62,0.0,0.0,Soybean,Flowering,14.86,4.45,0
15.17,40.49,58.13,0.0,0.0,Soybean,Vegetative,15.28,4.0,0
24.06,64.47,50.07,0.0,0.0,Corn,Fruiting,22.06,5.66,1
28.64,56.8,26.95,0.0,0.0,Soybean,Vegetative,8.65,2.71,2
36.71,64.6,58.77,0.0,0.0,Soybean,Vegetative,13.34,4.45,1
20.87,46.58,55.46,0.0,0.0,Wheat,Vegetative,22.52,6.55,0
13.92,67.3,26.44,0.0,0.0,Rice,Flowering,16.35,3.05,2
30.72,40.24,23.9,0.0,0.0,Corn,Flowering,10.8,4.17,2
15.34,47.58,7.35,0.21,0.0,Soybean,Seedling,16.53,4.08,2
21.95,56.36,23.49,1.36,0.0,Rice,Vegetative,16.57,4.48,2
23.2,86.13,49.86,0.0,0.0,Soybean,Vegetative,19.81,3.11,0
24.51,71.77,31.48,0.0,0.0,Wheat,Seedling,19.07,4.41,0
29.82,76.16,34.19,0.0,0.0,Wheat,Vegetative,11.62,2.78,0
20.21,81.26,84.46,3.3,0.45,Rice,Seedling,15.6,2.64,0
23.08,100.0,79.53,1.13,0.0,Tomato,Fruiting,17.88,0.5,0
24.9,60.62,36.28,0.0,0.0,Soybean,Fruiting,11.08,3.05,1
26.05,81.31,69.61,0.0,0.0,Tomato,Seedling,15.28,2.98,0
25.68,75.19,76.99,0.0,0.0,Rice,Flowering,6.68,1.49,0
28.05,74.94,63.83,0.0,0.0,Corn,Vegetative,15.81,3.73,0
30.91,86.61,58.35,0.0,0.0,Corn,Flowering,16.01,2.94,0
27.75,53.71,69.33,0.0,0.0,Soybean,Seedling,12.84,4.09,0
28.18,52.52,62.31,0.0,0.0,Soybean,Seedling,19.31,6.29,0
13.92,64.8,32.24,0.0,0.0,Corn,Fruiting,20.14,3.9,1
25.35,57.26,45.5,0.0,0.0,Wheat,Flowering,10.21,2.96,2
28.36,64.78,38.24,0.52,0.75,Soybean,Vegetative,20.48,5.77,1
30.1,83.44,75.19,0.0,0.0,Rice,Flowering,15.3,3.07,0
20.15,52.83,39.38,0.0,6.56,Soybean,Flowering,11.07,2.97,0
20.39,55.43,36.35,1.84,2.62,Rice,Fruiting,21.35,5.6,2
20.98,62.61,73.07,0.92,0.0,Corn,Vegetative,15.5,3.78,0
28.75,56.58,52.63,0.0,0.0,Soybean,Fruiting,9.89,3.12,0
32.24,31.29,82.88,0.84,0.0,Wheat,Fruiting,11.66,4.97,0
22.15,51.3,32.44,0.0,0.0,Rice,Flowering,15.53,4.45,2
31.36,70.31,38.51,0.0,0.0,Wheat,Flowering,17.19,4.74,0
25.86,81.56,76.32,0.0,0.0,Rice,Fruiting,20.22,3.9,0
24.13,42.68,21.39,0.0,0.0,Tomato,Seedling,17.0,5.55,2
23.52,42.61,73.66,0.0,0.0,Wheat,Seedling,9.05,2.91,1
30.23,60.45,23.33,1.74,0.0,Wheat,Flowering,12.15,3.77,1
27.28,28.87,54.84,0.0,6.3,Wheat,Vegetative,26.18,10.24,0
40.93,53.33,3.84,0.0,0.0,Wheat,Flowering,24.65,10.17,1
19.03,33.96,48.68,0.0,0.85,Wheat,Fruiting,16.27,5.01,0
28.63,80.54,24.9,0.0,7.59,Corn,Flowering,18.78,3.96,2
21.3,48.46,88.07,1.26,0.57,Soybean,Seedling,17.22,4.97,1
18.91,84.79,36.57,0.0,0.58,Wheat,Flowering,21.77,3.21,0
24.92,76.7,36.8,0.0,0.25,Tomato,Vegetative,18.44,3.91,2
25.96,50.31,58.29,0.0,0.0,Rice,Vegetative,16.04,5.09,0
45.0,43.92,24.76,0.0,0.0,Corn,Seedling,21.71,10.5,2
23.71,57.1,64.06,0.0,0.0,Soybean,Seedling,17.12,4.79,0
17.09,58.43,39.42,0.0,0.0,Corn,Vegetative,13.07,3.02,0
26.91,65.19,34.32,0.0,0.0,Corn,Fruiting,18.88,5.12,0
10.48,48.35,54.38,0.0,0.0,Tomato,Vegetative,18.69,3.91,0
24.36,71.2,28.22,0.0,0.0,Soybean,Vegetative,12.78,2.97,1
25.11,63.98,58.67,4.12,0.0,Tomato,Fruiting,21.41,5.67,0
30.56,54.89,63.74,0.0,0.0,Tomato,Flowering,18.07,6.04,0
31.82,49.32,55.52,0.16,0.27,Soybean,Fruiting,14.86,5.4,0
21.48,57.23,64.07,0.0,0.97,Corn,Fruiting,17.11,4.52,0
23.95,47.75,9.58,0.0,2.37,Corn,Flowering,20.94,6.5,2
19.64,60.88,43.62,0.4,0.0,Corn,Vegetative,15.63,3.76,0
17.1,61.28,49.66,1.8,0.0,Tomato,Seedling,13.59,3.04,0
27.17,63.93,78.79,0.0,0.0,Soybean,Flowering,10.77,2.99,0
16.08,86.49,48.13,3.67,0.0,Corn,Seedling,3.81,0.5,0
22.1,58.01,6.05,0.0,0.0,Rice,Fruiting,11.92,3.17,2
18.03,75.07,36.42,0.0,0.0,Tomato,Flowering,12.4,2.28,2
28.85,63.44,35.54,3.86,0.34,Wheat,Vegetative,24.28,7.04,0
37.61,56.43,0.0,0.0,2.6,Corn,Fruiting,6.98,2.63,0
15.89,58.21,73.57,0.0,0.0,Tomato,Flowering,13.82,3.1,0
12.03,59.12,24.92,0.0,1.08,Soybean,Seedling,7.66,1.5,1
24.13,64.2,60.2,6.99,1.47,Soybean,Seedling,12.51,3.23,0
25.11,45.61,25.22,0.0,1.06,Wheat,Vegetative,27.91,9.09,2
26.53,38.02,74.98,0.0,0.0,Corn,Flowering,5.89,2.11,0
21.88,69.81,48.0,0.0,0.04,Wheat,Vegetative,13.62,3.05,0
23.6,73.47,43.81,1.5,0.0,Soybean,Flowering,6.67,1.46,0
27.57,71.18,61.52,1.07,0.0,Corn,Fruiting,16.64,4.17,0
32.28,62.32,26.68,0.0,0.41,Rice,Seedling,19.91,6.29,2
11.31,71.51,70.66,0.0,0.0,Rice,Fruiting,6.72,1.07,2
22.42,70.7,43.8,1.81,0.0,Rice,Flowering,19.52,4.37,2
26.5,71.81,39.72,0.0,0.0,Wheat,Fruiting,21.74,5.26,0
18.57,47.11,48.88,0.04,4.01,Corn,Seedling,19.96,5.43,0
37.12,43.55,18.86,0.0,0.0,Rice,Seedling,16.56,7.03,2
20.55,54.17,47.24,1.46,1.79,Wheat,Vegetative,8.12,2.17,0
24.71,59.74,56.88,0.0,0.0,Corn,Fruiting,23.48,6.51,0
28.89,56.37,2.33,0.0,0.0,Soybean,Vegetative,13.74,4.36,2
20.86,31.85,68.27,0.11,3.95,Rice,Vegetative,12.36,4.06,0
12.07,85.83,77.95,0.39,0.0,Rice,Flowering,19.14,2.21,0
22.0,55.89,13.59,0.0,0.0,Wheat,Fruiting,13.98,3.8,1
32.21,62.59,6.71,0.0,0.27,Wheat,Seedling,11.0,3.46,2
22.64,78.67,71.75,1.14,0.32,Rice,Vegetative,13.2,2.54,0
19.07,24.83,61.22,0.0,0.0,Soybean,Vegetative,14.32,4.71,0
31.48,52.32,57.69,0.0,3.02,Wheat,Vegetative,21.85,7.65,0
22.68,54.19,21.46,0.0,0.0,Wheat,Vegetative,16.08,4.53,1
21.43,54.96,87.35,0.0,0.0,Rice,Vegetative,20.7,5.61,0
26.05,57.4,33.86,0.0,0.0,Wheat,Seedling,12.62,3.71,0
30.4,81.71,56.43,0.0,0.0,Rice,Vegetative,10.48,2.22,0
41.67,70.1,48.72,0.0,0.0,Rice,Fruiting,20.18,6.75,1
30.79,74.37,81.84,0.0,0.0,Corn,Fruiting,13.71,3.47,0
33.12,60.71,48.59,0.0,0.0,Wheat,Flowering,14.41,4.73,0
21.46,39.01,55.89,0.14,8.83,Rice,Flowering,20.16,6.36,0
17.82,28.8,45.81,0.0,0.0,Wheat,Vegetative,10.69,3.3,0
25.44,37.06,21.26,0.0,0.0,Tomato,Seedling,16.82,5.93,2
25.75,65.4,5.7,0.0,0.0,Tomato,Vegetative,14.32,3.77,2
17.45,60.48,54.52,2.45,1.9,Tomato,Seedling,16.9,3.85,0
23.77,56.85,21.74,0.0,0.0,Corn,Flowering,18.59,5.22,2
27.8,54.47,54.5,0.0,0.0,Corn,Seedling,25.13,7.95,0
27.52,90.18,57.75,2.04,0.0,Tomato,Flowering,6.21,0.91,0
28.53,47.66,48.25,0.0,0.0,Soybean,Flowering,12.19,4.2,0
27.04,73.92,30.71,0.31,0.0,Wheat,Fruiting,15.62,3.68,0
21.45,60.03,72.51,0.0,4.27,Corn,Fruiting,14.15,3.61,0
21.4,59.09,61.11,0.0,0.0,Rice,Seedling,12.24,3.16,0
16.61,77.65,34.09,0.0,1.33,Wheat,Fruiting,5.73,0.96,0
37.49,81.94,89.51,0.0,0.0,Rice,Flowering,11.83,2.86,0
25.09,56.41,45.02,0.0,2.91,Soybean,Fruiting,16.55,4.82,2
23.43,71.99,26.5,0.0,0.23,Corn,Vegetative,19.37,4.35,1
18.5,65.46,39.18,0.0,4.85,Rice,Vegetative,14.45,3.17,1
45.0,60.11,9.84,0.0,0.0,Tomato,Seedling,16.8,6.85,2
17.49,63.06,81.56,1.24,0.0,Corn,Fruiting,15.01,3.31,0
22.0,49.68,71.05,0.0,0.0,Rice,Flowering,16.96,4.92,0
27.91,55.41,62.42,0.0,4.46,Corn,Flowering,8.76,2.75,0
29.2,51.29,57.18,0.0,0.0,Rice,Vegetative,17.7,5.97,1
31.71,73.52,74.32,0.0,0.0,Tomato,Flowering,12.17,3.19,0
37.65,58.57,38.55,3.42,0.0,Tomato,Vegetative,12.45,4.57,1
28.54,40.53,52.79,1.48,0.0,Rice,Flowering,14.6,5.37,1
17.61,49.15,35.29,0.0,0.35,Rice,Flowering,14.06,3.65,2
23.2,20.0,39.83,0.0,0.0,Corn,Vegetative,11.93,4.5,0
27.15,52.58,56.44,0.06,0.13,Rice,Flowering,20.54,6.54,1
39.48,60.56,0.0,0.0,0.0,Tomato,Vegetative,16.31,6.03,0
15.22,57.96,42.09,0.0,1.89,Rice,Vegetative,12.2,2.69,2
